"infer_dem","infer_rep","infer_engaged","infer_agree","infer_black","infer_religious","infer_abort","infer_welfare","infer_pol","infer_engaged2","infer_agree2","infer_ideo2","vignette_warmth_1","treat_vignette","treat_vignette2","vignette","vignette2","vignette_pid","vignette_pid2","treat_vignette_loyal","rand_policy_branded","rand_policy_unbranded","respondent_pid","FL_149_DO_vignette2_infer","age","gender"
"Extremely likely","Extremely unlikely","A little bit","Sometimes agree, sometimes disagree","Extremely likely","Moderately likely","Moderately likely","Slightly unlikely","Extremely likely","Somewhat","Usually disagree","Moderate","60","pid_branded","pid","Suppose you meet a person who listens to rap music,  enjoys reading, and is a Democrat. They believe that immigrants brought to the U.S. illegally as children should be sent back to where they came from.","Suppose you meet a man who is from Ohio,  works as a waiter, and is a Democrat.","Democrat","Democrat","Like","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Rep","1","49","1"
"Extremely unlikely","Extremely unlikely","None at all","Always disagree","Extremely unlikely","Extremely unlikely","Extremely unlikely","Extremely unlikely","Extremely unlikely","A little bit","Always disagree","Very liberal","2","pid","pid","Suppose you meet a person who listens to country music,  works as an electrician, and is a Republican.","Suppose you meet a man who is from Colorado,  enjoys cooking, and is a Republican.","Republican","Republican","Like","the federal government should make it easier for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Dem","1","18","1"
"Slightly likely","Moderately likely","Somewhat","Usually disagree","Neither likely nor unlikely","Moderately likely","Moderately likely","Moderately unlikely","Moderately likely","A little bit","Usually agree","Somewhat conservative","71","pid_branded","pid_strong","Suppose you meet a person who enjoys watching sports,  works as a waiter, and is a Democrat. They believe that same sex couples should be allowed to adopt children.","Suppose you meet a man who listens to rap music,  is from South Carolina, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Democrat","Democrat","Like","same sex couples should be allowed to adopt children.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Rep","1","65","1"
"Slightly unlikely","Slightly likely","Somewhat","Usually agree","Neither likely nor unlikely","Slightly unlikely","Neither likely nor unlikely","Slightly likely","Slightly unlikely","A great deal","Usually agree","Very liberal","46","pid_unbranded_labeled","pid_strong_extreme_active","Suppose you meet a person who works as a waiter,  is from Massachusetts, and is a Democrat. Unlike many Democrats, they believe that the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who listens to pop music,  enjoys watching TV, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him. <br><br>He is extremely liberal. He believes that federal taxes and spending should be greatly increased, and that abortion should be legal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Democrat","Democrat","Unlike","same sex couples should be allowed to adopt children.","the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Rep","1","37","1"
"Extremely unlikely","Extremely likely","Somewhat","Usually agree","Neither likely nor unlikely","Moderately unlikely","Moderately likely","Extremely unlikely","Extremely unlikely","A little bit","Sometimes agree, sometimes disagree","Somewhat conservative","50","pid_branded","pid_weak","Suppose you meet a person who is from Ohio,  works as an electrician, and is a Republican. They believe that same sex couples should not be allowed to adopt children.","Suppose you meet a man who enjoys exercising,  listens to country music, and is a Republican. He doesn't think the term 'Republican' describes him very well. When he talks about Republicans he uses the word 'they.' When someone criticizes Republicans, he doesn't feel like they are criticising him.","Republican","Republican","Unlike","same sex couples should not be allowed to adopt children.","the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Dem","2","47","1"
"Extremely likely","Moderately unlikely","A little bit","Usually agree","Neither likely nor unlikely","Moderately unlikely","Moderately unlikely","Slightly likely","Slightly unlikely","A little bit","Usually agree","Somewhat liberal","21","pid_unbranded_labeled","pid_weak","Suppose you meet a person who enjoys watching TV,  works as a police officer, and is a Democrat. Like many Democrats, they believe that the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who listens to rap music,  is from Massachusetts, and is a Democrat. He doesn't think the term 'Democrat' describes him very well. When he talks about Democrats he uses the word 'they.' When someone criticizes Democrats, he doesn't feel like they are criticising him.","Democrat","Democrat","Like","same sex couples should not be allowed to adopt children.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Rep","1","80","1"
"Extremely unlikely","Extremely likely","Somewhat","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Slightly unlikely","Extremely likely","A great deal","Usually disagree","Very conservative","34","pid_unbranded","pid_strong","Suppose you meet a person who enjoys reading,  is from South Carolina, and is a Republican. They believe that the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who works as a waiter,  listens to rap music, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him.","Republican","Republican","Like","same sex couples should not be allowed to adopt children.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Dem","1","66","1"
"Slightly likely","Neither likely nor unlikely","A little bit","Usually disagree","Neither likely nor unlikely","Slightly unlikely","Slightly likely","Extremely unlikely","Slightly unlikely","Somewhat","Always disagree","Very conservative","50","pid_branded","pid_strong","Suppose you meet a person who is from California,  works as a physician's assistant, and is a Republican. They believe that same sex couples should be allowed to adopt children.","Suppose you meet a man who listens to rock music,  enjoys watching sports, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him.","Republican","Republican","Unlike","same sex couples should be allowed to adopt children.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Ind","1","70","1"
"Extremely likely","Extremely unlikely","A little bit","Usually agree","Neither likely nor unlikely","Neither likely nor unlikely","Extremely unlikely","Neither likely nor unlikely","Moderately unlikely","Somewhat","Always disagree","Very conservative","7","pid_unbranded","pid","Suppose you meet a person who enjoys watching sports,  is from Massachusetts, and is a Democrat. They believe that consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Suppose you meet a man who listens to country music,  works as a personal injury lawyer, and is a Republican.","Democrat","Republican","Like","the federal government should make it easier for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Dem","2","59","1"
"Moderately likely","Moderately likely","Somewhat","Always agree","Slightly likely","Slightly unlikely","Extremely unlikely","Moderately likely","Slightly likely","Somewhat","Usually disagree","Very conservative","69","pid_unbranded","pid_strong_mod_inactive","Suppose you meet a person who enjoys watching sports,  works as an electrician, and is a Democrat. They believe that the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who is from Colorado,  listens to pop music, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him. <br><br>He is moderately liberal. He believes that federal taxes and spending should not be decreased, and that abortion should be legal in some circumstances. <br><br>He is not very active in politics. His yard never has lawn signs at election time, he does not attend town meetings, and he has never volunteered on a campaign. ","Democrat","Democrat","Unlike","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Rep","1","45","1"
"Extremely unlikely","Slightly likely","A little bit","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Slightly likely","Extremely unlikely","Moderately unlikely","Neither likely nor unlikely","A little bit","Sometimes agree, sometimes disagree","Very conservative","70","pid","pid_strong_mod_inactive","Suppose you meet a person who works as a physician's assistant,  is from Ohio, and is a Republican.","Suppose you meet a man who listens to pop music,  enjoys watching sports, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is moderately conservative. He believes that federal taxes and spending should not be increased, and that abortion should be illegal in some circumstances. <br><br>He is not very active in politics. His yard never has lawn signs at election time, he does not attend town meetings, and he has never volunteered on a campaign. ","Republican","Republican","Like","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Dem","1","72","1"
"Extremely unlikely","Extremely likely","Somewhat","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Moderately likely","A little bit","Sometimes agree, sometimes disagree","Somewhat liberal","60","pid_unbranded","pid_strong_mod_inactive","Suppose you meet a person who works as a personal injury lawyer,  is from Ohio, and is a Republican. They believe that the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who enjoys hunting,  listens to pop music, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him. <br><br>He is moderately liberal. He believes that federal taxes and spending should not be decreased, and that abortion should be legal in some circumstances. <br><br>He is not very active in politics. His yard never has lawn signs at election time, he does not attend town meetings, and he has never volunteered on a campaign. ","Republican","Democrat","Like","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","the government should be able to seize private land if it is needed for a public project and the owner is fairly compensated.","Rep","2","57","1"
"Neither likely nor unlikely","Neither likely nor unlikely","Somewhat","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Moderately likely","Neither likely nor unlikely","Extremely likely","A great deal","Sometimes agree, sometimes disagree","Very liberal","20","pid_unbranded_labeled","pid_strong_extreme_active","Suppose you meet a person who listens to pop music,  works as a personal injury lawyer, and is a Democrat. Unlike many Democrats, they believe that mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Suppose you meet a man who is from Colorado,  enjoys watching sports, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is extremely conservative. He believes that federal taxes and spending should be greatly decreased, and that abortion should be illegal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Democrat","Republican","Unlike","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Dem","2","77","1"
"Neither likely nor unlikely","Neither likely nor unlikely","Somewhat","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Somewhat","Sometimes agree, sometimes disagree","Moderate","71","pid_unbranded","pid","Suppose you meet a person who works as a personal injury lawyer,  listens to rap music, and is a Democrat. They believe that requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Suppose you meet a man who enjoys hunting,  is from South Carolina, and is a Republican.","Democrat","Republican","Unlike","the federal government should make it more difficult for people to buy a gun.","requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Ind","1","50","1"
"Extremely unlikely","Moderately likely","Somewhat","Usually agree","Moderately unlikely","Moderately likely","Neither likely nor unlikely","Moderately unlikely","Moderately likely","None at all","Always disagree","Somewhat liberal","50","pid_unbranded_labeled","pid_strong","Suppose you meet a person who is from Colorado,  enjoys exercising, and is a Republican. Like many Republicans, they believe that the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who works as a waiter,  listens to country music, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Republican","Democrat","Like","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Rep","2","77","1"
"Moderately unlikely","Extremely likely","None at all","Usually disagree","Moderately unlikely","Slightly likely","Moderately likely","Moderately unlikely","Moderately likely","A little bit","Usually agree","Very conservative","29","pid_branded","pid_strong","Suppose you meet a person who is from Colorado,  listens to pop music, and is a Democrat. They believe that immigrants brought to the U.S. illegally as children should be sent back to where they came from.","Suppose you meet a man who enjoys cooking,  works as a personal injury lawyer, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him.","Democrat","Republican","Unlike","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Dem","2","29","1"
"Neither likely nor unlikely","Neither likely nor unlikely","None at all","Usually disagree","Neither likely nor unlikely","Neither likely nor unlikely","Extremely unlikely","Moderately likely","Moderately likely","A great deal","Always disagree","Very liberal","30","pid_branded","pid_strong","Suppose you meet a person who works as a waiter,  listens to country music, and is a Democrat. They believe that same sex couples should not be allowed to adopt children.","Suppose you meet a man who is from Ohio,  enjoys shopping, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Democrat","Democrat","Unlike","same sex couples should not be allowed to adopt children.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Rep","2","69","1"
"Moderately unlikely","Moderately likely","Somewhat","Sometimes agree, sometimes disagree","Slightly unlikely","Slightly likely","Slightly likely","Slightly unlikely","Extremely likely","A great deal","Always disagree","Very conservative","0","pid_branded","pid_strong_extreme_active","Suppose you meet a person who enjoys reading,  works as a waiter, and is a Republican. They believe that the federal government should make it more difficult for people to buy a gun.","Suppose you meet a man who is from California,  listens to country music, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is extremely conservative. He believes that federal taxes and spending should be greatly decreased, and that abortion should be illegal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Republican","Republican","Like","the federal government should make it more difficult for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Dem","2","74","1"
"Neither likely nor unlikely","Neither likely nor unlikely","A little bit","Always disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Slightly unlikely","Neither likely nor unlikely","Somewhat","Usually disagree","Moderate","100","pid_branded","pid_weak","Suppose you meet a person who enjoys cooking,  listens to pop music, and is a Democrat. They believe that immigrants brought to the U.S. illegally as children should be sent back to where they came from.","Suppose you meet a man who is from Ohio,  works as a physician's assistant, and is a Democrat. He doesn't think the term 'Democrat' describes him very well. When he talks about Democrats he uses the word 'they.' When someone criticizes Democrats, he doesn't feel like they are criticising him.","Democrat","Democrat","Like","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Rep","2","38","1"
"Extremely likely","Neither likely nor unlikely","Somewhat","Usually disagree","Neither likely nor unlikely","Neither likely nor unlikely","Slightly unlikely","Slightly likely","Extremely unlikely","Somewhat","Usually disagree","Somewhat liberal","100","pid_unbranded_labeled","pid","Suppose you meet a person who works as a physician's assistant,  listens to rap music, and is a Democrat. Like many Democrats, they believe that mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Suppose you meet a man who enjoys reading,  is from Massachusetts, and is a Democrat.","Democrat","Democrat","Like","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Rep","1","67","1"
"Neither likely nor unlikely","Neither likely nor unlikely","A great deal","Usually agree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Somewhat","Sometimes agree, sometimes disagree","Somewhat liberal","83","pid_unbranded_labeled","pid","Suppose you meet a person who enjoys reading,  is from Massachusetts, and is a Democrat. Like many Democrats, they believe that electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Suppose you meet a man who works as a waiter,  listens to rock music, and is a Democrat.","Democrat","Democrat","Like","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Rep","2","67","1"
"Neither likely nor unlikely","Slightly likely","Somewhat","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Moderately likely","Moderately likely","Slightly likely","A great deal","Usually disagree","Somewhat liberal","18","pid_unbranded_labeled","pid_strong_extreme_active","Suppose you meet a person who works as a personal injury lawyer,  enjoys watching sports, and is a Republican. Unlike many Republicans, they believe that consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Suppose you meet a man who listens to rap music,  is from Ohio, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is extremely conservative. He believes that federal taxes and spending should be greatly decreased, and that abortion should be illegal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Republican","Republican","Unlike","the federal government should make it easier for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Dem","2","48","1"
"Neither likely nor unlikely","Neither likely nor unlikely","Somewhat","Sometimes agree, sometimes disagree","Extremely likely","Slightly unlikely","Slightly likely","Extremely likely","Slightly likely","A great deal","Sometimes agree, sometimes disagree","Very liberal","51","pid_unbranded_labeled","pid_strong","Suppose you meet a person who listens to pop music,  works as a police officer, and is a Republican. Unlike many Republicans, they believe that electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Suppose you meet a man who enjoys cooking,  is from Colorado, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him.","Republican","Republican","Unlike","the federal government should make it easier for people to buy a gun.","electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Dem","1","74","1"
"Slightly likely","Slightly unlikely","Somewhat","Usually disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Moderately unlikely","Somewhat","Usually disagree","Somewhat liberal","56","pid_branded","pid_strong","Suppose you meet a person who works as a personal injury lawyer,  listens to rap music, and is a Republican. They believe that immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","Suppose you meet a man who enjoys reading,  is from California, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Republican","Democrat","Unlike","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Rep","2","65","1"
"Neither likely nor unlikely","Neither likely nor unlikely","A great deal","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Extremely likely","Extremely unlikely","Extremely likely","Extremely likely","A great deal","Usually disagree","Very liberal","50","pid","pid_strong_extreme_active","Suppose you meet a person who listens to country music,  enjoys exercising, and is a Democrat.","Suppose you meet a man who is from South Carolina,  works as a physician's assistant, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him. <br><br>He is extremely liberal. He believes that federal taxes and spending should be greatly increased, and that abortion should be legal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Democrat","Democrat","Unlike","the federal government should make it more difficult for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Rep","1","63","1"
"Moderately likely","Neither likely nor unlikely","A great deal","Sometimes agree, sometimes disagree","Slightly likely","Slightly likely","Moderately likely","Moderately unlikely","Moderately likely","None at all","Always agree","Somewhat liberal","50","pid_unbranded_labeled","pid_weak","Suppose you meet a person who enjoys watching sports,  listens to rock music, and is a Republican. Unlike many Republicans, they believe that requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Suppose you meet a man who is from Ohio,  works as a police officer, and is a Democrat. He doesn't think the term 'Democrat' describes him very well. When he talks about Democrats he uses the word 'they.' When someone criticizes Democrats, he doesn't feel like they are criticising him.","Republican","Democrat","Unlike","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Ind","1","79","1"
"Extremely unlikely","Extremely likely","A little bit","Usually disagree","Slightly unlikely","Moderately unlikely","Moderately unlikely","Neither likely nor unlikely","Slightly unlikely","Somewhat","Usually disagree","Very conservative","21","pid_unbranded","pid_strong_extreme_active","Suppose you meet a person who listens to pop music,  is from Ohio, and is a Republican. They believe that consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Suppose you meet a man who works as a personal injury lawyer,  enjoys hunting, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is extremely conservative. He believes that federal taxes and spending should be greatly decreased, and that abortion should be illegal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Republican","Republican","Like","the federal government should make it easier for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Dem","2","35","1"
"Slightly unlikely","Slightly likely","Somewhat","Sometimes agree, sometimes disagree","Moderately unlikely","Neither likely nor unlikely","Extremely likely","Moderately likely","Neither likely nor unlikely","A little bit","Usually agree","Moderate","40","pid_branded","pid_strong","Suppose you meet a person who listens to country music,  works as a personal injury lawyer, and is a Democrat. They believe that the federal government should make it easier for people to buy a gun.","Suppose you meet a man who is from Massachusetts,  enjoys watching sports, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Democrat","Democrat","Unlike","the federal government should make it easier for people to buy a gun.","consumers voluntarily provide data to their mobile phone carriers, and carriers should be allowed to sell this data.","Rep","2","72","1"
"Neither likely nor unlikely","Neither likely nor unlikely","A little bit","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Moderately likely","Moderately unlikely","Moderately unlikely","Moderately unlikely","Somewhat","Usually disagree","Somewhat conservative","90","pid_branded","pid","Suppose you meet a person who enjoys reading,  listens to pop music, and is a Republican. They believe that same sex couples should be allowed to adopt children.","Suppose you meet a man who works as a police officer,  is from Colorado, and is a Republican.","Republican","Republican","Unlike","same sex couples should be allowed to adopt children.","requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Dem","2","73","1"
"Extremely likely","Extremely unlikely","A little bit","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Moderately unlikely","Moderately unlikely","Neither likely nor unlikely","Moderately likely","A little bit","Sometimes agree, sometimes disagree","Somewhat liberal","66","pid","pid_weak","Suppose you meet a person who is from California,  enjoys watching TV, and is a Democrat.","Suppose you meet a man who listens to country music,  works as a physician's assistant, and is a Democrat. He doesn't think the term 'Democrat' describes him very well. When he talks about Democrats he uses the word 'they.' When someone criticizes Democrats, he doesn't feel like they are criticising him.","Democrat","Democrat","Like","same sex couples should not be allowed to adopt children.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Rep","2","77","1"
"Extremely likely","Extremely unlikely","A little bit","Sometimes agree, sometimes disagree","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Neither likely nor unlikely","Extremely likely","A great deal","Sometimes agree, sometimes disagree","Moderate","35","pid_branded","pid_strong","Suppose you meet a person who listens to pop music,  enjoys cooking, and is a Democrat. They believe that the federal government should make it more difficult for people to buy a gun.","Suppose you meet a man who is from South Carolina,  works as a police officer, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Democrat","Democrat","Like","the federal government should make it more difficult for people to buy a gun.","electricians should be required to have licenses, because poor electrical work can create serious damage and even danger.","Rep","1","71","1"
"Extremely likely","Extremely unlikely","Somewhat","Usually agree","Neither likely nor unlikely","Moderately likely","Slightly likely","Slightly likely","Moderately likely","A little bit","Sometimes agree, sometimes disagree","Very liberal","72","pid_unbranded_labeled","pid_strong","Suppose you meet a person who is from Massachusetts,  listens to pop music, and is a Democrat. Unlike many Democrats, they believe that the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Suppose you meet a man who works as an electrician,  enjoys exercising, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him.","Democrat","Democrat","Unlike","immigrants brought to the U.S. illegally as children should be sent back to where they came from.","the government should never be allowed to seize a citizen’s private land, even if the land is needed for a public project and the owner is fairly compensated.","Rep","1","75","1"
"Moderately unlikely","Moderately unlikely","Somewhat","Sometimes agree, sometimes disagree","Moderately likely","Moderately likely","Slightly unlikely","Neither likely nor unlikely","Slightly unlikely","Somewhat","Sometimes agree, sometimes disagree","Moderate","61","pid_branded","pid_strong_mod_inactive","Suppose you meet a person who works as a police officer,  enjoys cooking, and is a Republican. They believe that the federal government should make it easier for people to buy a gun.","Suppose you meet a man who listens to country music,  is from Massachusetts, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is moderately conservative. He believes that federal taxes and spending should not be increased, and that abortion should be illegal in some circumstances. <br><br>He is not very active in politics. His yard never has lawn signs at election time, he does not attend town meetings, and he has never volunteered on a campaign. ","Republican","Republican","Like","the federal government should make it easier for people to buy a gun.","mobile phone carriers should be prohibited from selling customers’ data, because this sale is an invasion of privacy.","Dem","1","72","1"
"Moderately unlikely","Moderately likely","None at all","Always disagree","Slightly likely","Moderately unlikely","Moderately likely","Extremely likely","Extremely unlikely","A great deal","Always disagree","Very conservative","10","pid_unbranded","pid_strong_extreme_active","Suppose you meet a person who works as a waiter,  listens to rap music, and is a Democrat. They believe that requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Suppose you meet a man who is from California,  enjoys shopping, and is a Republican. He describes himself as a 'real' Republican. When he talks about Republicans he uses the word 'we.' When someone criticizes Republicans, he feels like they are criticising him. <br><br>He is extremely conservative. He believes that federal taxes and spending should be greatly decreased, and that abortion should be illegal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Democrat","Republican","Unlike","immigrants brought to the U.S. illegally as children should be allowed to live and work in the U.S. and eventually become citizens.","requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Dem","1","69","1"
"Extremely likely","Extremely unlikely","A little bit","Usually agree","Neither likely nor unlikely","Neither likely nor unlikely","Slightly likely","Extremely likely","Extremely unlikely","None at all","Always disagree","Very liberal","68","pid_unbranded_labeled","pid_strong_extreme_active","Suppose you meet a person who works as a waiter,  listens to pop music, and is a Democrat. Unlike many Democrats, they believe that requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Suppose you meet a man who enjoys shopping,  is from Massachusetts, and is a Democrat. He describes himself as a 'real' Democrat. When he talks about Democrats he uses the word 'we.' When someone criticizes Democrats, he feels like they are criticising him. <br><br>He is extremely liberal. He believes that federal taxes and spending should be greatly increased, and that abortion should be legal in all circumstances. <br><br>He is highly active in politics. His yard is dotted with lawn signs at election time, he speaks up in town meetings, and he volunteers on many campaigns. ","Democrat","Democrat","Unlike","the federal government should make it more difficult for people to buy a gun.","requiring electricians to have licenses does not improve the quality of their work, and prevents people from joining the profession.","Rep","2","56","1"
